currency,value,rated_at
MXN,21.06,2017-07-31
PEN,3.83,2017-07-31
PYG,6556.07,2017-07-31
USD,1.18,2017-07-31
UYU,33.43,2017-07-31
VEF,11.8,2017-07-31
ARS,20.75,2017-08-01
BRL,3.69,2017-08-01
CLP,772.3,2017-08-01
COP,3505.12,2017-08-01
CRC,671.08,2017-08-01
DOP,55.57,2017-08-01
EUR,1.0,2017-08-01
MXN,21.14,2017-08-01
PEN,3.83,2017-08-01
PYG,6553.2,2017-08-01
USD,1.18,2017-08-01
UYU,33.34,2017-08-01
VEF,11.79,2017-08-01
ARS,20.81,2017-08-02
BRL,3.69,2017-08-02
CLP,771.28,2017-08-02
COP,3510.31,2017-08-02
CRC,674.44,2017-08-02
DOP,55.75,2017-08-02
EUR,1.0,2017-08-02
MXN,21.14,2017-08-02
PEN,3.84,2017-08-02
PYG,6583.69,2017-08-02
USD,1.19,2017-08-02
UYU,33.5,2017-08-02
VEF,11.82,2017-08-02
ARS,20.97,2017-08-03
BRL,3.7,2017-08-03
CLP,770.65,2017-08-03
COP,3510.41,2017-08-03
CRC,676.74,2017-08-03
DOP,55.91,2017-08-03
EUR,1.0,2017-08-03
MXN,21.22,2017-08-03
PEN,3.84,2017-08-03
PYG,6600.52,2017-08-03
USD,1.19,2017-08-03
UYU,33.67,2017-08-03
VEF,11.86,2017-08-03
ARS,20.78,2017-08-04
BRL,3.69,2017-08-04
CLP,766.4,2017-08-04
COP,3515.74,2017-08-04
CRC,671.98,2017-08-04
DOP,55.38,2017-08-04
EUR,1.0,2017-08-04
MXN,21.06,2017-08-04
PEN,3.82,2017-08-04
PYG,6540.33,2017-08-04
USD,1.18,2017-08-04
UYU,33.37,2017-08-04
VEF,11.75,2017-08-04
ARS,20.78,2017-08-05
BRL,3.69,2017-08-05
CLP,766.4,2017-08-05
COP,3515.74,2017-08-05
CRC,671.98,2017-08-05
DOP,55.38,2017-08-05
EUR,1.0,2017-08-05
MXN,21.06,2017-08-05
PEN,3.82,2017-08-05
PYG,6540.33,2017-08-05
USD,1.18,2017-08-05
UYU,33.37,2017-08-05
VEF,11.75,2017-08-05
ARS,20.8,2017-08-06
BRL,3.69,2017-08-06
CLP,765.79,2017-08-06
COP,3514.37,2017-08-06
CRC,672.17,2017-08-06
DOP,55.4,2017-08-06
EUR,1.0,2017-08-06
MXN,21.04,2017-08-06
PEN,3.82,2017-08-06
PYG,6542.18,2017-08-06
USD,1.18,2017-08-06
UYU,33.38,2017-08-06
VEF,11.75,2017-08-06
ARS,20.86,2017-08-07
BRL,3.69,2017-08-07
CLP,768.64,2017-08-07
COP,3515.23,2017-08-07
CRC,673.37,2017-08-07
DOP,55.91,2017-08-07
EUR,1.0,2017-08-07
MXN,21.16,2017-08-07
PEN,3.82,2017-08-07
PYG,6559.25,2017-08-07
USD,1.18,2017-08-07
UYU,33.51,2017-08-07
VEF,11.77,2017-08-07
ARS,20.81,2017-08-08
BRL,3.68,2017-08-08
CLP,762.55,2017-08-08
COP,3522.05,2017-08-08
CRC,669.51,2017-08-08
DOP,55.29,2017-08-08
EUR,1.0,2017-08-08
MXN,21.0,2017-08-08
PEN,3.81,2017-08-08
PYG,6520.88,2017-08-08
USD,1.18,2017-08-08
UYU,33.6,2017-08-08
VEF,11.73,2017-08-08
ARS,20.8,2017-08-09
BRL,3.71,2017-08-09
CLP,762.29,2017-08-09
COP,3529.81,2017-08-09
CRC,671.17,2017-08-09
DOP,55.32,2017-08-09
EUR,1.0,2017-08-09
MXN,21.12,2017-08-09
PEN,3.82,2017-08-09
PYG,6551.34,2017-08-09
USD,1.18,2017-08-09
UYU,33.63,2017-08-09
VEF,11.74,2017-08-09
ARS,20.84,2017-08-10
BRL,3.74,2017-08-10
CLP,763.36,2017-08-10
COP,3528.95,2017-08-10
CRC,673.72,2017-08-10
DOP,55.36,2017-08-10
EUR,1.0,2017-08-10
MXN,21.16,2017-08-10
PEN,3.83,2017-08-10
PYG,6550.72,2017-08-10
USD,1.18,2017-08-10
UYU,33.88,2017-08-10
VEF,11.74,2017-08-10
ARS,20.94,2017-08-11
BRL,3.78,2017-08-11
CLP,764.3,2017-08-11
COP,3517.2,2017-08-11
CRC,678.69,2017-08-11
DOP,55.63,2017-08-11
EUR,1.0,2017-08-11
MXN,21.08,2017-08-11
PEN,3.84,2017-08-11
PYG,6593.49,2017-08-11
USD,1.18,2017-08-11
UYU,34.07,2017-08-11
VEF,11.8,2017-08-11
ARS,20.94,2017-08-12
BRL,3.78,2017-08-12
CLP,764.3,2017-08-12
COP,3518.38,2017-08-12
CRC,678.69,2017-08-12
DOP,55.63,2017-08-12
EUR,1.0,2017-08-12
MXN,21.08,2017-08-12
PEN,3.84,2017-08-12
PYG,6593.49,2017-08-12
USD,1.18,2017-08-12
UYU,34.07,2017-08-12
VEF,11.8,2017-08-12
ARS,20.94,2017-08-13
BRL,3.78,2017-08-13
CLP,764.22,2017-08-13
COP,3516.79,2017-08-13
CRC,677.23,2017-08-13
DOP,55.62,2017-08-13
EUR,1.0,2017-08-13
MXN,21.07,2017-08-13
PEN,3.83,2017-08-13
PYG,6592.73,2017-08-13
USD,1.18,2017-08-13
UYU,34.07,2017-08-13
VEF,11.8,2017-08-13
ARS,20.16,2017-08-14
BRL,3.76,2017-08-14
CLP,763.64,2017-08-14
COP,3493.83,2017-08-14
CRC,673.76,2017-08-14
DOP,55.4,2017-08-14
EUR,1.0,2017-08-14
MXN,20.94,2017-08-14
PEN,3.81,2017-08-14
PYG,6549.68,2017-08-14
USD,1.18,2017-08-14
UYU,33.96,2017-08-14
VEF,11.75,2017-08-14
ARS,20.03,2017-08-15
BRL,3.72,2017-08-15
CLP,761.3,2017-08-15
COP,3477.62,2017-08-15
CRC,671.6,2017-08-15
DOP,55.2,2017-08-15
EUR,1.0,2017-08-15
MXN,20.91,2017-08-15
PEN,3.81,2017-08-15
PYG,6529.64,2017-08-15
USD,1.17,2017-08-15
UYU,33.72,2017-08-15
VEF,11.71,2017-08-15
ARS,20.24,2017-08-16
BRL,3.71,2017-08-16
CLP,759.19,2017-08-16
COP,3491.1,2017-08-16
CRC,673.48,2017-08-16
DOP,55.38,2017-08-16
EUR,1.0,2017-08-16
MXN,20.8,2017-08-16
PEN,3.81,2017-08-16
PYG,6542.21,2017-08-16
USD,1.18,2017-08-16
UYU,33.57,2017-08-16
VEF,11.75,2017-08-16
ARS,20.29,2017-08-17
BRL,3.72,2017-08-17
CLP,757.05,2017-08-17
COP,3496.83,2017-08-17
CRC,669.02,2017-08-17
DOP,54.97,2017-08-17
EUR,1.0,2017-08-17
MXN,20.96,2017-08-17
PEN,3.79,2017-08-17
PYG,6510.06,2017-08-17
USD,1.17,2017-08-17
UYU,33.46,2017-08-17
VEF,11.69,2017-08-17
ARS,20.36,2017-08-18
BRL,3.7,2017-08-18
CLP,760.27,2017-08-18
COP,3512.46,2017-08-18
CRC,673.2,2017-08-18
DOP,55.17,2017-08-18
EUR,1.0,2017-08-18
MXN,20.83,2017-08-18
PEN,3.81,2017-08-18
PYG,6552.1,2017-08-18
USD,1.18,2017-08-18
UYU,33.57,2017-08-18
VEF,11.74,2017-08-18
ARS,20.36,2017-08-19
BRL,3.7,2017-08-19
CLP,760.27,2017-08-19
COP,3514.34,2017-08-19
CRC,673.2,2017-08-19
DOP,55.17,2017-08-19
EUR,1.0,2017-08-19
MXN,20.81,2017-08-19
PEN,3.81,2017-08-19
PYG,6552.1,2017-08-19
USD,1.18,2017-08-19
UYU,33.57,2017-08-19
VEF,11.74,2017-08-19
ARS,20.34,2017-08-20
BRL,3.7,2017-08-20
CLP,759.74,2017-08-20
COP,3510.0,2017-08-20
CRC,670.37,2017-08-20
DOP,55.13,2017-08-20
EUR,1.0,2017-08-20
MXN,20.84,2017-08-20
PEN,3.81,2017-08-20
PYG,6547.52,2017-08-20
USD,1.18,2017-08-20
UYU,33.55,2017-08-20
VEF,11.73,2017-08-20
ARS,20.4,2017-08-21
BRL,3.74,2017-08-21
CLP,758.7,2017-08-21
COP,3523.29,2017-08-21
CRC,674.12,2017-08-21
DOP,55.51,2017-08-21
EUR,1.0,2017-08-21
MXN,20.86,2017-08-21
PEN,3.82,2017-08-21
PYG,6574.93,2017-08-21
USD,1.18,2017-08-21
UYU,33.83,2017-08-21
VEF,11.78,2017-08-21
ARS,20.22,2017-08-22
BRL,3.72,2017-08-22
CLP,752.96,2017-08-22
COP,3508.41,2017-08-22
CRC,670.87,2017-08-22
DOP,55.24,2017-08-22
EUR,1.0,2017-08-22
MXN,20.75,2017-08-22
PEN,3.8,2017-08-22
PYG,6568.94,2017-08-22
USD,1.18,2017-08-22
UYU,33.81,2017-08-22
VEF,11.73,2017-08-22
ARS,20.34,2017-08-23
BRL,3.71,2017-08-23
CLP,756.39,2017-08-23
COP,3521.29,2017-08-23
CRC,675.42,2017-08-23
DOP,55.47,2017-08-23
EUR,1.0,2017-08-23
MXN,20.9,2017-08-23
PEN,3.82,2017-08-23
PYG,6622.96,2017-08-23
USD,1.18,2017-08-23
UYU,33.88,2017-08-23
VEF,11.79,2017-08-23
ARS,20.27,2017-08-24
BRL,3.71,2017-08-24
CLP,752.58,2017-08-24
COP,3491.46,2017-08-24
CRC,675.18,2017-08-24
DOP,55.38,2017-08-24
EUR,1.0,2017-08-24
MXN,20.9,2017-08-24
PEN,3.82,2017-08-24
PYG,6635.22,2017-08-24
USD,1.18,2017-08-24
UYU,34.06,2017-08-24
VEF,11.77,2017-08-24
ARS,20.51,2017-08-25
BRL,3.77,2017-08-25
CLP,756.52,2017-08-25
COP,3485.79,2017-08-25
CRC,683.19,2017-08-25
DOP,55.95,2017-08-25
EUR,1.0,2017-08-25
MXN,21.01,2017-08-25
PEN,3.86,2017-08-25
PYG,6719.13,2017-08-25
USD,1.19,2017-08-25
UYU,34.32,2017-08-25
VEF,11.9,2017-08-25
ARS,20.51,2017-08-26
BRL,3.77,2017-08-26
CLP,756.52,2017-08-26
COP,3486.98,2017-08-26
CRC,683.19,2017-08-26
DOP,55.95,2017-08-26
EUR,1.0,2017-08-26
MXN,21.01,2017-08-26
PEN,3.86,2017-08-26
PYG,6719.13,2017-08-26
USD,1.19,2017-08-26
UYU,34.32,2017-08-26
VEF,11.9,2017-08-26
ARS,20.55,2017-08-27
BRL,3.78,2017-08-27
CLP,758.16,2017-08-27
COP,3493.31,2017-08-27
CRC,683.1,2017-08-27
DOP,56.07,2017-08-27
EUR,1.0,2017-08-27
MXN,21.07,2017-08-27
PEN,3.87,2017-08-27
PYG,6733.64,2017-08-27
USD,1.2,2017-08-27
UYU,34.4,2017-08-27
VEF,11.93,2017-08-27
ARS,20.61,2017-08-28
BRL,3.79,2017-08-28
CLP,751.74,2017-08-28
COP,3525.02,2017-08-28
CRC,682.6,2017-08-28
DOP,56.15,2017-08-28
EUR,1.0,2017-08-28
MXN,21.45,2017-08-28
PEN,3.87,2017-08-28
PYG,6741.28,2017-08-28
USD,1.2,2017-08-28
UYU,34.42,2017-08-28
VEF,11.94,2017-08-28
ARS,20.8,2017-08-29
BRL,3.79,2017-08-29
CLP,748.92,2017-08-29
COP,3510.54,2017-08-29
CRC,682.54,2017-08-29
DOP,56.13,2017-08-29
EUR,1.0,2017-08-29
MXN,21.37,2017-08-29
PEN,3.88,2017-08-29
PYG,6750.48,2017-08-29
USD,1.2,2017-08-29
UYU,34.34,2017-08-29
VEF,11.94,2017-08-29
ARS,20.68,2017-08-30
BRL,3.76,2017-08-30
CLP,751.25,2017-08-30
COP,3509.76,2017-08-30
CRC,677.96,2017-08-30
DOP,55.74,2017-08-30
EUR,1.0,2017-08-30
MXN,21.09,2017-08-30
PEN,3.84,2017-08-30
PYG,6724.56,2017-08-30
USD,1.19,2017-08-30
UYU,34.16,2017-08-30
VEF,11.86,2017-08-30
ARS,20.63,2017-08-31
BRL,3.75,2017-08-31
CLP,744.22,2017-08-31
COP,3509.77,2017-08-31
CRC,680.57,2017-08-31
DOP,55.85,2017-08-31
EUR,1.0,2017-08-31
MXN,21.31,2017-08-31
PEN,3.85,2017-08-31
PYG,6720.28,2017-08-31
USD,1.19,2017-08-31
UYU,34.31,2017-08-31
VEF,11.88,2017-08-31
ARS,20.4,2017-09-01
BRL,3.73,2017-09-01
CLP,741.07,2017-09-01
COP,3474.33,2017-09-01
CRC,678.39,2017-09-01
DOP,55.6,2017-09-01
EUR,1.0,2017-09-01
MXN,21.12,2017-09-01
PEN,3.84,2017-09-01
PYG,6709.41,2017-09-01
USD,1.19,2017-09-01
UYU,34.17,2017-09-01
VEF,11.85,2017-09-01
ARS,20.4,2017-09-02
BRL,3.73,2017-09-02
CLP,741.07,2017-09-02
COP,3474.69,2017-09-02
CRC,678.27,2017-09-02
DOP,55.6,2017-09-02
EUR,1.0,2017-09-02
MXN,21.12,2017-09-02
PEN,3.84,2017-09-02
PYG,6709.41,2017-09-02
USD,1.19,2017-09-02
UYU,34.17,2017-09-02
VEF,11.83,2017-09-02
ARS,20.44,2017-09-03
BRL,3.73,2017-09-03
CLP,742.53,2017-09-03
COP,3481.09,2017-09-03
CRC,679.59,2017-09-03
DOP,55.7,2017-09-03
EUR,1.0,2017-09-03
MXN,21.17,2017-09-03
PEN,3.85,2017-09-03
PYG,6722.47,2017-09-03
USD,1.19,2017-09-03
UYU,34.24,2017-09-03
VEF,11.86,2017-09-03
ARS,20.5,2017-09-04
BRL,3.74,2017-09-04
CLP,742.42,2017-09-04
COP,3484.17,2017-09-04
CRC,680.27,2017-09-04
DOP,56.52,2017-09-04
EUR,1.0,2017-09-04
MXN,21.28,2017-09-04
PEN,3.85,2017-09-04
PYG,6722.74,2017-09-04
USD,1.19,2017-09-04
UYU,34.26,2017-09-04
VEF,11.87,2017-09-04
ARS,20.55,2017-09-05
BRL,3.72,2017-09-05
CLP,743.08,2017-09-05
COP,3487.7,2017-09-05
CRC,680.26,2017-09-05
DOP,56.07,2017-09-05
EUR,1.0,2017-09-05
MXN,21.33,2017-09-05
PEN,3.86,2017-09-05
PYG,6730.65,2017-09-05
USD,1.19,2017-09-05
UYU,34.32,2017-09-05
VEF,11.9,2017-09-05
ARS,20.52,2017-09-06
BRL,3.7,2017-09-06
CLP,736.96,2017-09-06
COP,3473.74,2017-09-06
CRC,682.35,2017-09-06
DOP,56.19,2017-09-06
EUR,1.0,2017-09-06
MXN,21.21,2017-09-06
PEN,3.86,2017-09-06
PYG,6738.23,2017-09-06
USD,1.19,2017-09-06
UYU,34.25,2017-09-06
VEF,11.9,2017-09-06
ARS,20.68,2017-09-07
BRL,3.73,2017-09-07
CLP,738.06,2017-09-07
COP,3487.56,2017-09-07
CRC,691.25,2017-09-07
DOP,56.59,2017-09-07
EUR,1.0,2017-09-07
MXN,21.24,2017-09-07
PEN,3.89,2017-09-07
PYG,6792.22,2017-09-07
USD,1.2,2017-09-07
UYU,34.63,2017-09-07
VEF,12.0,2017-09-07
ARS,20.68,2017-09-08
BRL,3.72,2017-09-08
CLP,745.89,2017-09-08
COP,3493.96,2017-09-08
CRC,692.89,2017-09-08
DOP,56.6,2017-09-08
EUR,1.0,2017-09-08
MXN,21.26,2017-09-08
PEN,3.89,2017-09-08
PYG,6781.81,2017-09-08
USD,1.2,2017-09-08
UYU,34.69,2017-09-08
VEF,12.01,2017-09-08
ARS,20.68,2017-09-09
BRL,3.72,2017-09-09
CLP,745.89,2017-09-09
COP,3498.66,2017-09-09
CRC,692.89,2017-09-09
DOP,56.6,2017-09-09
EUR,1.0,2017-09-09
MXN,21.26,2017-09-09
PEN,3.89,2017-09-09
PYG,6781.81,2017-09-09
USD,1.2,2017-09-09
UYU,34.69,2017-09-09
VEF,12.01,2017-09-09
ARS,20.65,2017-09-10
BRL,3.71,2017-09-10
CLP,744.73,2017-09-10
COP,3488.53,2017-09-10
CRC,691.37,2017-09-10
DOP,56.51,2017-09-10
EUR,1.0,2017-09-10
MXN,21.31,2017-09-10
PEN,3.88,2017-09-10
PYG,6771.27,2017-09-10
USD,1.2,2017-09-10
UYU,34.63,2017-09-10
VEF,11.99,2017-09-10
ARS,20.49,2017-09-11
BRL,3.71,2017-09-11
CLP,744.56,2017-09-11
COP,3494.02,2017-09-11
CRC,685.74,2017-09-11
DOP,56.79,2017-09-11
EUR,1.0,2017-09-11
MXN,21.14,2017-09-11
PEN,3.86,2017-09-11
PYG,6738.04,2017-09-11
USD,1.2,2017-09-11
UYU,34.37,2017-09-11
VEF,11.93,2017-09-11
ARS,20.41,2017-09-12
BRL,3.74,2017-09-12
CLP,745.01,2017-09-12
COP,3480.77,2017-09-12
CRC,686.62,2017-09-12
DOP,56.82,2017-09-12
EUR,1.0,2017-09-12
MXN,21.22,2017-09-12
PEN,3.87,2017-09-12
PYG,6730.91,2017-09-12
USD,1.2,2017-09-12
UYU,34.44,2017-09-12
VEF,11.94,2017-09-12
ARS,20.28,2017-09-13
BRL,3.73,2017-09-13
CLP,744.1,2017-09-13
COP,3459.27,2017-09-13
CRC,683.0,2017-09-13
DOP,56.04,2017-09-13
EUR,1.0,2017-09-13
MXN,21.12,2017-09-13
PEN,3.85,2017-09-13
PYG,6703.8,2017-09-13
USD,1.19,2017-09-13
UYU,34.24,2017-09-13
VEF,11.86,2017-09-13
ARS,20.24,2017-09-14
BRL,3.72,2017-09-14
CLP,743.6,2017-09-14
COP,3450.63,2017-09-14
CRC,684.38,2017-09-14
DOP,56.16,2017-09-14
EUR,1.0,2017-09-14
MXN,21.07,2017-09-14
PEN,3.86,2017-09-14
PYG,6723.1,2017-09-14
USD,1.19,2017-09-14
UYU,34.53,2017-09-14
VEF,11.89,2017-09-14
ARS,20.28,2017-09-15
BRL,3.72,2017-09-15
CLP,745.01,2017-09-15
COP,3457.98,2017-09-15
CRC,686.98,2017-09-15
DOP,56.24,2017-09-15
EUR,1.0,2017-09-15
MXN,21.1,2017-09-15
PEN,3.88,2017-09-15
PYG,6743.9,2017-09-15
USD,1.19,2017-09-15
UYU,34.62,2017-09-15
VEF,11.92,2017-09-15
ARS,20.28,2017-09-16
BRL,3.72,2017-09-16
CLP,745.01,2017-09-16
COP,3460.37,2017-09-16
CRC,686.98,2017-09-16
DOP,56.24,2017-09-16
EUR,1.0,2017-09-16
MXN,21.1,2017-09-16
PEN,3.88,2017-09-16
PYG,6743.9,2017-09-16
USD,1.19,2017-09-16
UYU,34.62,2017-09-16
VEF,11.92,2017-09-16
ARS,20.26,2017-09-17
BRL,3.71,2017-09-17
CLP,745.07,2017-09-17
COP,3455.51,2017-09-17
CRC,684.42,2017-09-17
DOP,56.2,2017-09-17
EUR,1.0,2017-09-17
MXN,21.06,2017-09-17
PEN,3.88,2017-09-17
PYG,6746.83,2017-09-17
USD,1.19,2017-09-17
UYU,34.59,2017-09-17
VEF,11.91,2017-09-17
ARS,20.43,2017-09-18
BRL,3.75,2017-09-18
CLP,747.64,2017-09-18
COP,3474.22,2017-09-18
CRC,685.73,2017-09-18
DOP,56.27,2017-09-18
EUR,1.0,2017-09-18
MXN,21.24,2017-09-18
PEN,3.88,2017-09-18
PYG,6757.99,2017-09-18
USD,1.2,2017-09-18
UYU,34.53,2017-09-18
VEF,11.93,2017-09-18
ARS,20.52,2017-09-19
BRL,3.76,2017-09-19
CLP,750.06,2017-09-19
COP,3475.65,2017-09-19
CRC,686.78,2017-09-19
DOP,56.38,2017-09-19
EUR,1.0,2017-09-19
MXN,21.38,2017-09-19
PEN,3.89,2017-09-19
PYG,6774.23,2017-09-19
USD,1.2,2017-09-19
UYU,34.6,2017-09-19
VEF,11.97,2017-09-19
ARS,20.39,2017-09-20
BRL,3.72,2017-09-20
CLP,738.04,2017-09-20
COP,3429.53,2017-09-20
CRC,679.75,2017-09-20
DOP,55.81,2017-09-20
EUR,1.0,2017-09-20
MXN,21.14,2017-09-20
PEN,3.85,2017-09-20
PYG,6726.05,2017-09-20
USD,1.19,2017-09-20
UYU,34.27,2017-09-20
VEF,11.85,2017-09-20
ARS,20.62,2017-09-21
BRL,3.75,2017-09-21
CLP,745.93,2017-09-21
COP,3481.11,2017-09-21
CRC,685.27,2017-09-21
DOP,56.14,2017-09-21
EUR,1.0,2017-09-21
MXN,21.36,2017-09-21
PEN,3.88,2017-09-21
PYG,6775.19,2017-09-21
USD,1.2,2017-09-21
UYU,34.45,2017-09-21
VEF,11.92,2017-09-21
ARS,20.66,2017-09-22
BRL,3.74,2017-09-22
CLP,747.16,2017-09-22
COP,3468.12,2017-09-22
CRC,684.91,2017-09-22
DOP,56.88,2017-09-22
EUR,1.0,2017-09-22
MXN,21.19,2017-09-22
PEN,3.88,2017-09-22
PYG,6756.69,2017-09-22
USD,1.2,2017-09-22
UYU,34.48,2017-09-22
VEF,11.92,2017-09-22
ARS,20.66,2017-09-23
BRL,3.74,2017-09-23
CLP,747.16,2017-09-23
COP,3472.55,2017-09-23
CRC,682.58,2017-09-23
DOP,56.88,2017-09-23
EUR,1.0,2017-09-23
MXN,21.21,2017-09-23
PEN,3.88,2017-09-23
PYG,6756.69,2017-09-23
USD,1.2,2017-09-23
UYU,34.48,2017-09-23
VEF,11.92,2017-09-23
ARS,20.62,2017-09-24
BRL,3.73,2017-09-24
CLP,745.65,2017-09-24
COP,3461.11,2017-09-24
CRC,681.88,2017-09-24
DOP,56.1,2017-09-24
EUR,1.0,2017-09-24
MXN,21.17,2017-09-24
PEN,3.87,2017-09-24
PYG,6743.02,2017-09-24
USD,1.19,2017-09-24
UYU,34.41,2017-09-24
VEF,11.9,2017-09-24
ARS,20.72,2017-09-25
BRL,3.75,2017-09-25
CLP,745.69,2017-09-25
COP,3467.5,2017-09-25
CRC,679.79,2017-09-25
DOP,55.82,2017-09-25
EUR,1.0,2017-09-25
MXN,21.25,2017-09-25
PEN,3.86,2017-09-25
PYG,6705.4,2017-09-25
USD,1.19,2017-09-25
UYU,34.2,2017-09-25
VEF,11.83,2017-09-25
ARS,20.68,2017-09-26
BRL,3.73,2017-09-26
CLP,748.67,2017-09-26
COP,3446.88,2017-09-26
CRC,671.16,2017-09-26
DOP,56.15,2017-09-26
EUR,1.0,2017-09-26
MXN,21.17,2017-09-26
PEN,3.85,2017-09-26
PYG,6665.07,2017-09-26
USD,1.18,2017-09-26
UYU,34.0,2017-09-26
VEF,11.75,2017-09-26
ARS,20.62,2017-09-27
BRL,3.75,2017-09-27
CLP,749.56,2017-09-27
COP,3449.07,2017-09-27
CRC,670.32,2017-09-27
DOP,55.25,2017-09-27
EUR,1.0,2017-09-27
MXN,21.43,2017-09-27
PEN,3.84,2017-09-27
PYG,6643.0,2017-09-27
USD,1.18,2017-09-27
UYU,33.89,2017-09-27
VEF,11.72,2017-09-27
ARS,20.65,2017-09-28
BRL,3.75,2017-09-28
CLP,749.19,2017-09-28
COP,3466.18,2017-09-28
CRC,672.57,2017-09-28
DOP,55.41,2017-09-28
EUR,1.0,2017-09-28
MXN,21.4,2017-09-28
PEN,3.85,2017-09-28
PYG,6657.66,2017-09-28
USD,1.18,2017-09-28
UYU,34.29,2017-09-28
VEF,11.75,2017-09-28
ARS,20.43,2017-09-29
BRL,3.74,2017-09-29
CLP,755.82,2017-09-29
COP,3464.94,2017-09-29
CRC,674.29,2017-09-29
DOP,55.57,2017-09-29
EUR,1.0,2017-09-29
MXN,21.57,2017-09-29
PEN,3.85,2017-09-29
PYG,6678.38,2017-09-29
USD,1.18,2017-09-29
UYU,34.44,2017-09-29
VEF,11.79,2017-09-29
ARS,20.43,2017-09-30
BRL,3.74,2017-09-30
CLP,755.82,2017-09-30
COP,3472.39,2017-09-30
CRC,674.29,2017-09-30
DOP,55.57,2017-09-30
EUR,1.0,2017-09-30
MXN,21.57,2017-09-30
PEN,3.85,2017-09-30
PYG,6678.38,2017-09-30
USD,1.18,2017-09-30
UYU,34.44,2017-09-30
VEF,11.79,2017-09-30
ARS,20.42,2017-10-01
BRL,3.74,2017-10-01
CLP,755.29,2017-10-01
COP,3462.51,2017-10-01
CRC,671.55,2017-10-01
DOP,55.53,2017-10-01
EUR,1.0,2017-10-01
MXN,21.53,2017-10-01
PEN,3.85,2017-10-01
PYG,6673.7,2017-10-01
USD,1.18,2017-10-01
UYU,34.42,2017-10-01
VEF,11.78,2017-10-01
ARS,20.39,2017-10-02
BRL,3.7,2017-10-02
CLP,749.3,2017-10-02
COP,3460.13,2017-10-02
CRC,665.87,2017-10-02
DOP,55.48,2017-10-02
EUR,1.0,2017-10-02
MXN,21.41,2017-10-02
PEN,3.84,2017-10-02
PYG,6632.22,2017-10-02
USD,1.17,2017-10-02
UYU,33.98,2017-10-02
VEF,11.71,2017-10-02
ARS,20.44,2017-10-03
BRL,3.69,2017-10-03
CLP,743.35,2017-10-03
COP,3466.92,2017-10-03
CRC,665.15,2017-10-03
DOP,55.47,2017-10-03
EUR,1.0,2017-10-03
MXN,21.4,2017-10-03
PEN,3.83,2017-10-03
PYG,6629.96,2017-10-03
USD,1.18,2017-10-03
UYU,34.17,2017-10-03
VEF,11.72,2017-10-03
ARS,20.39,2017-10-04
BRL,3.69,2017-10-04
CLP,742.35,2017-10-04
COP,3449.26,2017-10-04
CRC,668.82,2017-10-04
DOP,55.5,2017-10-04
EUR,1.0,2017-10-04
MXN,21.49,2017-10-04
PEN,3.83,2017-10-04
PYG,6638.07,2017-10-04
USD,1.18,2017-10-04
UYU,34.28,2017-10-04
VEF,11.73,2017-10-04
ARS,20.37,2017-10-05
BRL,3.69,2017-10-05
CLP,736.23,2017-10-05
COP,3426.68,2017-10-05
CRC,667.29,2017-10-05
DOP,55.25,2017-10-05
EUR,1.0,2017-10-05
MXN,21.66,2017-10-05
PEN,3.82,2017-10-05
PYG,6602.66,2017-10-05
USD,1.17,2017-10-05
UYU,34.15,2017-10-05
VEF,11.69,2017-10-05
ARS,20.44,2017-10-06
BRL,3.7,2017-10-06
CLP,742.25,2017-10-06
COP,3442.9,2017-10-06
CRC,669.5,2017-10-06
DOP,55.32,2017-10-06
EUR,1.0,2017-10-06
MXN,21.76,2017-10-06
PEN,3.83,2017-10-06
PYG,6609.14,2017-10-06
USD,1.17,2017-10-06
UYU,34.21,2017-10-06
VEF,11.7,2017-10-06
ARS,20.44,2017-10-07
BRL,3.7,2017-10-07
CLP,742.25,2017-10-07
COP,3442.9,2017-10-07
CRC,669.5,2017-10-07
DOP,55.32,2017-10-07
EUR,1.0,2017-10-07
MXN,21.76,2017-10-07
PEN,3.83,2017-10-07
PYG,6609.14,2017-10-07
USD,1.17,2017-10-07
UYU,34.21,2017-10-07
VEF,11.7,2017-10-07
ARS,20.46,2017-10-08
BRL,3.71,2017-10-08
CLP,743.03,2017-10-08
COP,3446.56,2017-10-08
CRC,670.33,2017-10-08
DOP,55.38,2017-10-08
EUR,1.0,2017-10-08
MXN,21.82,2017-10-08
PEN,3.83,2017-10-08
PYG,6616.16,2017-10-08
USD,1.17,2017-10-08
UYU,34.25,2017-10-08
VEF,11.72,2017-10-08
ARS,20.49,2017-10-09
BRL,3.74,2017-10-09
CLP,744.21,2017-10-09
COP,3460.12,2017-10-09
CRC,669.72,2017-10-09
DOP,55.45,2017-10-09
EUR,1.0,2017-10-09
MXN,21.92,2017-10-09
PEN,3.84,2017-10-09
PYG,6616.19,2017-10-09
USD,1.17,2017-10-09
UYU,34.22,2017-10-09
VEF,11.71,2017-10-09
ARS,20.56,2017-10-10
BRL,3.76,2017-10-10
CLP,743.62,2017-10-10
COP,3493.28,2017-10-10
CRC,674.02,2017-10-10
DOP,55.86,2017-10-10
EUR,1.0,2017-10-10
MXN,22.23,2017-10-10
PEN,3.86,2017-10-10
PYG,6649.75,2017-10-10
USD,1.18,2017-10-10
UYU,34.5,2017-10-10
VEF,11.79,2017-10-10
ARS,20.65,2017-10-11
BRL,3.76,2017-10-11
CLP,743.17,2017-10-11
